Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Funding Account ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Submission ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Transaction Date,Current Dollar Amount,Constant Dollar Amount,aid_type_id,aid_type_name,activity_budget_amount,submission_activity_id
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,1,Government,1,Government - United States,1000003,U.S. Government - Department of Defense,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165565,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01JUN2006,26023,37857,8,Project-type interventions - not Investment Related,.,27032
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,1,Government,1,Government - United States,1000003,U.S. Government - Department of Defense,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165565,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01AUG2006,11886,17292,8,Project-type interventions - not Investment Related,.,27032
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,1,Government,1,Government - United States,1000003,U.S. Government - Department of Defense,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,15,Other Public Health Threats,72x1095,"Agency for International Development, Child Survival and Health Programs Fund",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,165565,76,Office of Social Sector Development - HEALTH,Office of Social Sector Development - HEALTH,306-002,,,3,Disbursements,2006,01SEP2006,266296,387401,8,Project-type interventions - not Investment Related,.,27032
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,1,Government,1,Government - United States,1000004,U.S. Government - Department of State,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,15,Other Public Health Threats,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,166636,76,A Better Educated and Healthier Population,Improved Access to Education and Health Services,306-007,,,2,Obligations,2006,01AUG2006,66252,96382,8,Project-type interventions - not Investment Related,.,28104
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990001,NGO - United States Other,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,166637,76,A Better Educated and Healthier Population,Improved Access to Education and Health Services,306-007,,,2,Obligations,2006,01MAY2006,60000,87286,8,Project-type interventions - not Investment Related,.,28105
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990001,NGO - United States Other,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,15,Other Public Health Threats,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,166637,76,A Better Educated and Healthier Population,Improved Access to Education and Health Services,306-007,,,3,Disbursements,2006,01MAY2006,60000,87286,8,Project-type interventions - not Investment Related,.,28105
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2023,01SEP2023,500000,500000,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2024,01SEP2024,50000,48699,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2023,01SEP2023,550000,550000,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2024,01SEP2024,150000,146098,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01DEC2023,550000,535694,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,121,"Health, General",12110,Health policy and administrative management,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01JUL2024,-550000,-535694,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2023,01SEP2023,100000,100000,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2024,01SEP2024,100000,97399,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2023,01SEP2023,100000,100000,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2024,01SEP2024,100000,97399,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01DEC2023,100000,97399,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12220,Basic health care,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01JUL2024,-100000,-97399,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2023,01SEP2023,400000,400000,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2024,01SEP2024,100000,97399,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2023,01SEP2023,400000,400000,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2024,01SEP2024,50000,48699,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01DEC2023,400000,389595,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12250,Infectious disease control,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01JUL2024,-400000,-389595,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12261,Health education,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,204451,76,Urban Health Initiative,Urban Health Initiative,72030620CA00007,,2025-10-13,2,Obligations,2023,01SEP2023,50000,50000,8,Project-type interventions - not Investment Related,104000000,65951
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12261,Health education,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,2,Obligations,2023,01SEP2023,100000,100000,11,Technical Cooperation - Donor country personnel,117000000,65255
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,20,ASIA,Bureau for Asia,3,NGO,5,NGO - United States,3990201,NGO - United States Redacted,2,Health and Population,122,Basic Health,12261,Health education,3,Health,16,Maternal and Child Health,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,4,Technical Assistance,203755,76,National Health Technical Assistance Program (NHTAP),"The National Health Technical Assistance Program (NHTAP) will target policy, mid-level and service delivery agents/actors with a range of technical activities (TA). The program will build on the legacy of previous USAID TA programs, while exploring innovative and evidence-based approaches to strengthening care seeking, access to and quality of proven health and nutrition interventions. NHTAP will also enhance the resilience and sustainability of the national health system through improved performance and engagement of the public and private health sectors.",72030620CA00006,,2025-07-09,3,Disbursements,2024,01DEC2023,100000,97399,11,Technical Cooperation - Donor country personnel,117000000,65255
